ResponseDate,CompletionDate,Q1_Property,Q2_PropType,Q3_CityContact,Agreement_City staff treated me fairly and with respect.,Agreement_City staff were knowledgeable.,Agreement_City staff exceeded my expectations.,Agreement_City staff were responsive.,Agreement_I was able to get service without difficulty.,Agreement_I received a response to my inquiry in a timely manner.,Agreement_The response I received provided me with the information I required.,"Agreement_Overall, I was satisfied with the quality of customer service I received.",Timely,Timely_Other (please specify),Experience,Who,Q4_PropNotice,Q5_CommsAgreement_The City’s assessment team provides a valuable public service,Q5_CommsAgreement_The City’s assessment team does a good job assigning property values,Q5_CommsAgreement_The City’s assessment team is a good resource for property information,Q5_CommsAgreement_Property assessment notice is easy to understand,Q5_CommsAgreement_Property assessment notice clearly describes how to file a formal complaint or request a review,Q5_CommsAgreement_Property assessment notice clearly states how to contact the City,Q5_CommsAgreement_Property assessment notice provides all the information required,Q5_CommsAgreement_The assessed value of my property is fair,Q5_CommsAgreement_The assessed value of my property is accurate,Q5_CommsAgreement_The use of sale prices of similar properties to estimate property values is fair,"Q5_CommsAgreement_Overall, I’m satisfied with access to property assessment information",Q7_Online,Q8_OnlineAgreement_It was easy to find information on Edmonton.ca/assessment,Q8_OnlineAgreement_Edmonton.ca/assessment had the information I needed,Q8_OnlineAgreement_Edmonton.ca/assessment is easy to use,Q8_OnlineAgreement_Edmonton.ca/assessment is useful to me,Q10_Contact_Phone,Q10_Contact_Email,Q10_Contact_Text message,Q10_Contact_In person,Q10_Contact_Mail,Q10_Contact_Online service,OSType,DeviceType,BrowserType,Q3_Own_Rent (Source: Profiling Questionnaire 2014),GENDER (Source: Profiling Questionnaire 2014),Q7_Children (Source: Profiling Questionnaire 2014),Q8_Born_Canada (Source: Profiling Questionnaire 2014),Q9a_Edmonton (Source: Profiling Questionnaire 2014),Q10_Own_Business (Source: Profiling Questionnaire 2014),Q11_Home_Language (Source: Profiling Questionnaire 2014),Q13_Volunteer (Source: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Source: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Source: Profiling Questionnaire 2014),Q15_Household_Income (Source: Profiling Questionnaire 2014),Q16_Education (Source: Profiling Questionnaire 2014),Q17_City_Employee (Source: Profiling Questionnaire 2014),FSA (Source: Profiling Questionnaire 2014),Age_Rollup_Detailed (Source: Profiling Questionnaire 2014)
01/10/2018 04:50:00 PM,01/10/2018 04:57:00 PM,Yes,Residential property,Within the last three years,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,1 Strongly disagree,3 Neither agree nor disagree,Within the day of first contact,,Neutral,City assessor,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,1,1,Mac (OS X),Desktop,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,No,T5H,55-59
01/10/2018 04:26:00 AM,01/10/2018 04:32:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$30,000 to $39,999",University undergraduate degree,No,T5J,25-29
01/09/2018 07:20:00 PM,01/09/2018 07:29:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,Doesn't apply,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,High school graduate,No,T5X,60-64
01/13/2018 04:02:00 PM,01/13/2018 04:08:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"Under $20,000",College / technical school graduate,No,T5K,65-69
01/09/2018 06:48:00 PM,01/09/2018 07:10:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",High school graduate,No,T6H,65-69
01/09/2018 07:39:00 PM,01/09/2018 08:03:00 PM,Yes,Residential property,Within the last year,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,Immediately while on the phone,,Negative,I don’t know,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,Yes,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,1,1,0,0,0,1,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/van as PASSENGER,Walk,"$150,000 and over",High school graduate,No,T5H,65-69
01/09/2018 09:16:00 PM,01/09/2018 09:28:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,Doesn't apply,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,0,iOS,Phone,Safari,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T5T,55-59
01/09/2018 07:17:00 PM,01/09/2018 07:24:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$80,000 to $99,999",University undergraduate degree,No,T6M,65-69
01/09/2018 08:39:00 PM,01/09/2018 08:52:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,1 Strongly disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,No,,,,,0,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",Post-graduate degree,No,T5P,50-54
01/10/2018 01:18:00 PM,01/10/2018 01:24:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$60,000 to $79,999",College / technical school graduate,No,T5G,40-44
01/13/2018 02:14:00 AM,01/13/2018 02:21:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/Van as DRIVER,"$80,000 to $99,999",College / technical school graduate,No,T5T,55-59
01/09/2018 06:26:00 PM,01/09/2018 10:12:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,1 Strongly disagree,1 Strongly disagree,3 Neither agree nor disagree,4 Somewhat agree,Yes,5 Strongly agree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,No,T5A,35-39
01/10/2018 01:09:00 AM,01/10/2018 01:21:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,Yes,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,1,0,0,0,0,0,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"Under $20,000",High school graduate,No,T5W,70-74
01/14/2018 01:58:00 AM,01/14/2018 02:17:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,Doesn't apply,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,1,0,0,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",College / technical school graduate,No,T6X,55-59
01/09/2018 08:27:00 PM,01/09/2018 08:44:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,No,Greater than 5 years,Yes,Spanish,Yes,Public Transit,Only have one mode of transportation,"$80,000 to $99,999",University undergraduate degree,Yes,T5N,50-54
01/09/2018 06:48:00 PM,01/09/2018 07:03:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,Yes,T5G,45-49
01/11/2018 05:26:00 AM,01/11/2018 05:34:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,Yes,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,0,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,High school graduate,No,T6E,40-44
01/09/2018 06:29:00 PM,01/09/2018 06:37:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,Doesn't apply,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,1,0,0,0,0,1,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",High school graduate,No,T6H,60-64
01/09/2018 08:17:00 PM,01/09/2018 08:27:00 PM,Yes,Residential property,Within the last year,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,Within the day of first contact,,Negative,City assessor,Yes,3 Neither agree nor disagree,2 Somewhat disagree,1 Strongly disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1 Strongly disagree,1 Strongly disagree,4 Somewhat agree,3 Neither agree nor disagree,Yes,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,Prefer not to answer,College / technical school graduate,No,T5R,55-59
01/09/2018 09:46:00 PM,01/09/2018 09:56:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,Prefer not to answer,High school graduate,No,T6M,75-79
01/09/2018 08:03:00 PM,01/09/2018 08:07:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,1,0,0,1,0,0,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/van as PASSENGER,Public Transit,Prefer not to answer,Post-graduate degree,No,T6L,50-54
01/09/2018 08:06:00 PM,01/09/2018 08:15:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,0,0,0,1,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,Yes,English,Yes,Public Transit,Bicycle,"$30,000 to $39,999",College / technical school graduate,No,T5G,30-34
01/10/2018 01:56:00 AM,01/10/2018 02:03:00 AM,Yes,Residential property,Within the last 6 months,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,,,Positive,Both,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,0,0,0,1,1,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",Post-graduate degree,No,T6G,35-39
01/10/2018 05:33:00 PM,01/10/2018 06:20:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,1,Windows,Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,No,Other (Specify),Car/truck/Van as DRIVER,"$150,000 and over",High school graduate,No,T5B,45-49
01/10/2018 01:07:00 AM,01/10/2018 01:13:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,1,1,1,0,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",Post-graduate degree,No,T5H,35-39
01/12/2018 04:32:00 PM,01/12/2018 05:00:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Between 1 to 2 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$40,000 to $49,999",College / technical school graduate,No,T5K,25-29
01/12/2018 04:48:00 AM,01/12/2018 04:57:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",University undergraduate degree,No,T5T,55-59
01/12/2018 07:42:00 PM,01/12/2018 07:51:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,1,0,iOS,Tablet,Safari,Own,Female,Yes,No,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T5X,50-54
01/10/2018 05:43:00 AM,01/10/2018 05:52:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,0,0,0,0,1,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T6J,40-44
01/09/2018 05:23:00 PM,01/09/2018 05:34:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,Tablet,Safari,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,No,T5G,70-74
01/09/2018 07:39:00 PM,01/09/2018 08:30:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Firefox,Own,Male,No,No,Greater than 5 years,No,English,No,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$50,000 to $59,999",University undergraduate degree,No,T5X,70-74
01/10/2018 03:22:00 AM,01/10/2018 04:05:00 AM,Yes,Residential property,Within the last year,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,5 Strongly agree,4 Somewhat agree,Other (please specify),well before the assessment appeal hearing date,Positive,City assessor,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,No,T6G,65-69
01/10/2018 12:52:00 AM,01/10/2018 01:05:00 AM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,No,,,,,0,1,0,0,1,0,Windows,Desktop,Google Chrome,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",High school graduate,Yes,T6B,60-64
01/12/2018 08:36:00 PM,01/12/2018 08:45:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,1 Strongly disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$40,000 to $49,999",College / technical school graduate,No,T5X,70-74
01/09/2018 07:17:00 PM,01/09/2018 07:24:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6X,35-39
01/10/2018 01:37:00 AM,01/10/2018 01:47:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,1,1,1,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T6L,55-59
